age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,outcome_object_id,outcome_object_name,latitude,longitude,street_id,street_name,lng,lat
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-10T22:50:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.415469,-2.290650,716165,On or near Bebbington Close,-2.29065,53.415469
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-10T22:50:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.415469,-2.290650,716165,On or near Bebbington Close,-2.29065,53.415469
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-10T22:50:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.415469,-2.290650,716165,On or near Bebbington Close,-2.29065,53.415469
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-11T01:45:00+00:00,FALSE,FALSE,Black,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.561798,-2.330151,741966,On or near Wolsey Street,-2.330151,53.561798
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-11T01:45:00+00:00,FALSE,FALSE,Black,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.561798,-2.330151,741966,On or near Wolsey Street,-2.330151,53.561798
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-11T01:45:00+00:00,FALSE,FALSE,Black,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.561798,-2.330151,741966,On or near Wolsey Street,-2.330151,53.561798
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-11T03:59:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.453272,-2.418590,722802,On or near Osprey Drive,-2.41859,53.453272
10-17,Arrest,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-04-11T09:55:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.502532,-2.237741,731068,On or near Huxley Avenue,-2.237741,53.502532
18-24,Arrest,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-11T10:20:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.483821,-2.103804,725051,On or near June Street,-2.103804,53.483821
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-11T12:35:00+00:00,FALSE,TRUE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.480782,-2.232360,725829,On or near China Lane,-2.23236,53.480782
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-11T15:00:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.470465,-2.160309,723950,On or near Montana Square,-2.160309,53.470465
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-04-11T16:36:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Stolen goods,bu-arrest,Arrest,53.395707,-2.047181,714126,On or near Highfield Road,-2.047181,53.395707
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-11T18:25:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.553965,-2.318210,739533,On or near Hoyle Street,-2.31821,53.553965
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-11T18:56:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-11T18:56:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-11T20:15:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.321424,-2.735064,582020,On or near Hamlin Close,-2.735064,53.321424
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-11T21:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.481868,-2.254924,726048,On or near Ralli Courts,-2.254924,53.481868
under 10,Khat or Cannabis warning,TRUE,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-04-12T17:20:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.482984,-2.346943,726741,On or near Hamilcar Avenue,-2.346943,53.482984
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-04-12T08:20:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-arrest,Arrest,53.494647,-2.251715,728946,On or near Vega Street,-2.251715,53.494647
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-12T10:45:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.525150,-2.179507,734758,On or near Caen Avenue,-2.179507,53.52515
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-12T10:45:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.525150,-2.179507,734758,On or near Caen Avenue,-2.179507,53.52515
18-24,A no further action disposal,TRUE,White - Irish,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-12T17:31:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.481316,-2.234819,725993,On or near Back Piccadilly,-2.234819,53.481316
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-13T01:05:00+00:00,FALSE,FALSE,NA,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.528725,-2.116058,735081,On or near Copster Hill Road,-2.116058,53.528725
10-17,Caution (simple or conditional),TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-13T00:44:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.511609,-2.182496,730530,On or near St Marys Court,-2.182496,53.511609
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-04-13T00:46:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.511609,-2.182496,730530,On or near St Marys Court,-2.182496,53.511609
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-13T10:55:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.499525,-2.079331,729632,On or near Carr Street,-2.079331,53.499525
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-13T10:55:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.499525,-2.079331,729632,On or near Carr Street,-2.079331,53.499525
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-13T11:00:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.495918,-2.082279,729793,On or near Cedar Street,-2.082279,53.495918
18-24,Caution (simple or conditional),TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-13T12:45:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-caution,Caution (simple or conditional),53.537772,-2.089029,735823,On or near Brewerton Road,-2.089029,53.537772
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Misuse of Drugs Act 1971 (section 23),NA,2019-04-13T20:25:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.646738,-2.099591,751435,On or near Inglis Street,-2.099591,53.646738
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T18:20:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.386052,-2.212809,713265,On or near Wilmslow Road,-2.212809,53.386052
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T18:25:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.386052,-2.212809,713265,On or near Wilmslow Road,-2.212809,53.386052
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T18:28:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.386052,-2.212809,713265,On or near Wilmslow Road,-2.212809,53.386052
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T18:32:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.386052,-2.212809,713265,On or near Wilmslow Road,-2.212809,53.386052
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Asian,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T18:33:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.386052,-2.212809,713265,On or near Wilmslow Road,-2.212809,53.386052
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T16:00:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.561174,-2.447343,742638,On or near Romsley Drive,-2.447343,53.561174
10-17,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-14T16:00:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.561174,-2.447343,742638,On or near Romsley Drive,-2.447343,53.561174
10-17,Arrest,TRUE,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-04-14T16:00:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-arrest,Arrest,53.559775,-2.451148,742654,On or near Granville Road,-2.451148,53.559775
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-14T17:17:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.547330,-2.683284,738262,On or near Manor Grove,-2.683284,53.54733
18-24,Penalty Notice for Disorder,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-14T20:05:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-penalty-notice,Penalty Notice for Disorder,53.454674,-2.323220,722364,On or near Edale Road,-2.32322,53.454674
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-14T20:26:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.350758,-2.264476,569846,On or near Altrincham Road,-2.264476,53.350758
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-14T20:40:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.350758,-2.264476,569846,On or near Altrincham Road,-2.264476,53.350758
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-15T02:47:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.404046,-2.162045,714470,On or near Parking Area,-2.162045,53.404046
18-24,Khat or Cannabis warning,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-15T16:40:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.455002,-2.218259,721732,On or near Denison Road,-2.218259,53.455002
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-15T16:47:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.446188,-2.306684,719041,On or near Pedestrian Subway,-2.306684,53.446188
10-17,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-15T16:50:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.445928,-2.306546,719039,On or near Pedestrian Subway,-2.306546,53.445928
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-15T17:00:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.540525,-2.610366,737673,On or near Meadway,-2.610366,53.540525
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-15T19:19:00+00:00,FALSE,FALSE,White,Person search,NA,Articles for use in criminal damage,bu-no-further-action,A no further action disposal,53.497256,-2.084663,729771,On or near Hilton Crescent,-2.084663,53.497256
