age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,outcome_object_id,outcome_object_name,latitude,longitude,street_id,street_name,lng,lat
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-03T22:10:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.551509,-2.169914,740155,On or near Mills Hill Road,-2.169914,53.551509
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-03T22:15:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.562333,-2.197766,741508,On or near Selby Road,-2.197766,53.562333
10-17,Penalty Notice for Disorder,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-04-03T22:20:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-penalty-notice,Penalty Notice for Disorder,53.562333,-2.197766,741508,On or near Selby Road,-2.197766,53.562333
18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-03T22:20:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.561565,-2.194411,741499,On or near Torre Close,-2.194411,53.561565
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-04-03T22:40:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.541950,-2.650466,738475,On or near Soho Street,-2.650466,53.54195
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-03T22:54:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.541950,-2.650466,738475,On or near Soho Street,-2.650466,53.54195
18-24,A no further action disposal,TRUE,White - Any other White background,NA,Misuse of Drugs Act 1971 (section 23),NA,2019-04-04T16:44:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482293,-2.236482,726007,On or near Nightclub,-2.236482,53.482293
18-24,A no further action disposal,TRUE,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-04T21:20:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.535981,-2.112864,735975,On or near Eldon Street,-2.112864,53.535981
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-04T21:20:00+00:00,FALSE,FALSE,NA,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.536571,-2.116276,735875,On or near Wainwright Street,-2.116276,53.536571
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-05T15:00:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482641,-2.246399,726114,On or near Nightclub,-2.246399,53.482641
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-04T23:40:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.492719,-2.240851,728916,On or near Augustus Street,-2.240851,53.492719
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T11:31:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.486849,-2.082653,724958,On or near Cobden Street,-2.082653,53.486849
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T11:31:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.486849,-2.082653,724958,On or near Cobden Street,-2.082653,53.486849
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T11:31:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.486849,-2.082653,724958,On or near Cobden Street,-2.082653,53.486849
18-24,A no further action disposal,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T11:31:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.486849,-2.082653,724958,On or near Cobden Street,-2.082653,53.486849
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-05T13:35:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-04-05T13:59:00+00:00,FALSE,FALSE,NA,Person search,NA,Stolen goods,bu-community-resolution,Community resolution,53.321424,-2.735064,582020,On or near Hamlin Close,-2.735064,53.321424
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T14:00:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.507838,-2.249426,730967,On or near Orient Street,-2.249426,53.507838
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-04-05T14:00:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-community-resolution,Community resolution,53.411636,-2.159095,716800,On or near Parking Area,-2.159095,53.411636
10-17,Community resolution,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),TRUE,2019-04-05T14:00:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-community-resolution,Community resolution,53.411636,-2.159095,716800,On or near Parking Area,-2.159095,53.411636
10-17,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-05T16:38:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.547287,-2.139803,740459,On or near Frederick Street,-2.139803,53.547287
10-17,A no further action disposal,TRUE,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-05T16:38:00+00:00,FALSE,FALSE,Asian,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.547287,-2.139803,740459,On or near Frederick Street,-2.139803,53.547287
10-17,A no further action disposal,TRUE,Other ethnic group - Arab,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T16:39:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.447251,-2.234089,719385,On or near Bredbury Road,-2.234089,53.447251
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T16:43:00+00:00,FALSE,FALSE,Asian,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.447251,-2.234089,719385,On or near Bredbury Road,-2.234089,53.447251
18-24,Arrest,TRUE,Asian/Asian British - Pakistani,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-05T18:15:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.482284,-2.249607,726039,On or near St Mary'S Parsonage,-2.249607,53.482284
10-17,A no further action disposal,TRUE,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T18:18:00+00:00,FALSE,TRUE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.451628,-2.413214,722780,On or near Supermarket,-2.413214,53.451628
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T18:18:00+00:00,FALSE,TRUE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.451628,-2.413214,722780,On or near Supermarket,-2.413214,53.451628
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T20:50:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.451014,-2.166380,721214,On or near Kenwood Road,-2.16638,53.451014
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-05T22:24:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.545270,-2.633117,738447,On or near Nightclub,-2.633117,53.54527
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-05T22:28:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.545270,-2.633117,738447,On or near Nightclub,-2.633117,53.54527
18-24,A no further action disposal,TRUE,Asian/Asian British - Pakistani,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T23:05:00+00:00,FALSE,FALSE,Asian,Person and Vehicle search,NA,Anything to threaten or harm anyone,bu-no-further-action,A no further action disposal,53.465595,-2.225770,723595,On or near Dryden Street,-2.22577,53.465595
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-05T23:35:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.544252,-2.630098,738691,On or near Nightclub,-2.630098,53.544252
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-06T00:25:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.426325,-2.100293,717360,On or near Parking Area,-2.100293,53.426325
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-06T00:29:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.426325,-2.100293,717360,On or near Parking Area,-2.100293,53.426325
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T01:05:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.548257,-2.620574,738592,On or near Molyneux Street,-2.620574,53.548257
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T01:55:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.478732,-2.236975,725967,On or near Gold Street,-2.236975,53.478732
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T14:16:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.557952,-2.215423,741605,On or near Mosedale Road,-2.215423,53.557952
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T17:58:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.560497,-2.204521,741518,On or near Newby Drive,-2.204521,53.560497
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T18:05:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.591504,-2.152111,745371,On or near Hill Top Drive,-2.152111,53.591504
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T18:11:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.585527,-2.136924,745341,On or near Langdale Avenue,-2.136924,53.585527
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-06T18:40:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.471229,-2.092023,724294,On or near Kentwell Close,-2.092023,53.471229
18-24,Khat or Cannabis warning,TRUE,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-06T22:15:00+00:00,FALSE,FALSE,Other,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.477477,-2.239785,725903,On or near Nightclub,-2.239785,53.477477
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-07T02:20:00+00:00,TRUE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.547308,-2.630083,738694,On or near Shopping Area,-2.630083,53.547308
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-07T13:10:00+00:00,FALSE,TRUE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.482225,-2.238637,726011,On or near Shopping Area,-2.238637,53.482225
18-24,Arrest,TRUE,Other ethnic group - Arab,NA,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-07T15:27:00+00:00,FALSE,FALSE,Black,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.467926,-2.233224,723319,On or near Further/Higher Educational Building,-2.233224,53.467926
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-07T17:38:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.430300,-2.181981,717653,On or near Chandos Road,-2.181981,53.4303
18-24,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-07T17:38:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.430300,-2.181981,717653,On or near Chandos Road,-2.181981,53.4303
18-24,Penalty Notice for Disorder,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-04-07T21:07:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-penalty-notice,Penalty Notice for Disorder,53.536789,-2.684442,738035,On or near Parking Area,-2.684442,53.536789
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-07T21:37:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.577021,-2.490735,743731,On or near Braybrook Drive,-2.490735,53.577021
10-17,Arrest,TRUE,Asian/Asian British - Any other Asian background,Male,Police and Criminal Evidence Act 1984 (section 1),FALSE,2019-04-08T16:53:00+00:00,FALSE,FALSE,Asian,Person search,NA,Anything to threaten or harm anyone,bu-arrest,Arrest,53.461022,-2.214946,721787,On or near Brandish Close,-2.214946,53.461022
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-08T07:00:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.562243,-2.115199,741250,On or near Higher Turf Park,-2.115199,53.562243
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-08T07:00:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.562243,-2.115199,741250,On or near Higher Turf Park,-2.115199,53.562243
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-08T10:00:00+00:00,FALSE,FALSE,Black,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.460226,-2.253905,721883,On or near Tamworth Street,-2.253905,53.460226
18-24,Khat or Cannabis warning,TRUE,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-08T10:00:00+00:00,FALSE,FALSE,Black,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.460226,-2.253905,721883,On or near Tamworth Street,-2.253905,53.460226
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-08T13:18:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.424394,-2.263744,718107,On or near Elswick Avenue,-2.263744,53.424394
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-08T13:18:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.424394,-2.263744,718107,On or near Elswick Avenue,-2.263744,53.424394
10-17,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-08T13:20:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.431444,-2.274384,718122,On or near Hardy Lane,-2.274384,53.431444
10-17,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-08T13:20:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.431444,-2.274384,718122,On or near Hardy Lane,-2.274384,53.431444
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-08T14:05:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.499353,-2.080793,729622,On or near Prospect Place,-2.080793,53.499353
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-08T14:05:00+00:00,FALSE,FALSE,White,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.499353,-2.080793,729622,On or near Prospect Place,-2.080793,53.499353
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-08T14:33:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.532698,-2.286353,736734,On or near Clifton Place,-2.286353,53.532698
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-08T15:00:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.605672,-2.163754,749224,On or near Ulster Avenue,-2.163754,53.605672
18-24,Arrest,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-08T15:00:00+00:00,FALSE,FALSE,White,Person and Vehicle search,NA,Controlled drugs,bu-arrest,Arrest,53.605672,-2.163754,749224,On or near Ulster Avenue,-2.163754,53.605672
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-09T21:56:00+00:00,FALSE,FALSE,NA,Person and Vehicle search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.445601,-2.241066,719466,On or near Gatley Avenue,-2.241066,53.445601
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T11:36:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.484484,-2.228040,725806,On or near Hood Street,-2.22804,53.484484
18-24,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T11:36:00+00:00,FALSE,FALSE,White,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.484484,-2.228040,725806,On or near Hood Street,-2.22804,53.484484
18-24,A no further action disposal,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T14:45:00+00:00,FALSE,TRUE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.542561,-2.112656,740529,On or near Lord Street,-2.112656,53.542561
18-24,A no further action disposal,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T14:45:00+00:00,FALSE,TRUE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.542561,-2.112656,740529,On or near Lord Street,-2.112656,53.542561
18-24,A no further action disposal,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T14:45:00+00:00,FALSE,TRUE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.542561,-2.112656,740529,On or near Lord Street,-2.112656,53.542561
10-17,A no further action disposal,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T14:45:00+00:00,FALSE,TRUE,NA,Person search,NA,Stolen goods,bu-no-further-action,A no further action disposal,53.542561,-2.112656,740529,On or near Lord Street,-2.112656,53.542561
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T17:36:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.444362,-2.221999,719610,On or near Albion Road,-2.221999,53.444362
10-17,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:20:00+00:00,FALSE,FALSE,Black,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.613313,-2.341859,750294,On or near Spring Street,-2.341859,53.613313
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:20:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.613777,-2.342951,750290,On or near Wesley Street,-2.342951,53.613777
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:23:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.613313,-2.341859,750294,On or near Spring Street,-2.341859,53.613313
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.461887,-2.275137,722116,On or near Talbot Place,-2.275137,53.461887
18-24,A no further action disposal,TRUE,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.461416,-2.272890,722120,On or near Humphrey Road,-2.27289,53.461416
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.461887,-2.275137,722116,On or near Talbot Place,-2.275137,53.461887
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Caribbean,NA,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-09T21:30:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.461887,-2.275137,722116,On or near Talbot Place,-2.275137,53.461887
10-17,A no further action disposal,TRUE,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-10T18:05:00+00:00,FALSE,FALSE,Black,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.506240,-2.248828,730947,On or near Weatherall Street North,-2.248828,53.50624
18-24,A no further action disposal,TRUE,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-10T03:09:00+00:00,FALSE,FALSE,White,Person search,NA,Article for use in theft,bu-no-further-action,A no further action disposal,53.589338,-2.225478,745676,On or near Cranmer Court,-2.225478,53.589338
under 10,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-10T18:35:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.455002,-2.218259,721732,On or near Denison Road,-2.218259,53.455002
under 10,A no further action disposal,TRUE,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),NA,2019-04-10T18:35:00+00:00,FALSE,FALSE,Black,Person search,NA,Offensive weapons,bu-no-further-action,A no further action disposal,53.455002,-2.218259,721732,On or near Denison Road,-2.218259,53.455002
18-24,Arrest,TRUE,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),FALSE,2019-04-10T21:17:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-arrest,Arrest,53.634390,-2.097657,751404,On or near Parking Area,-2.097657,53.63439
18-24,Khat or Cannabis warning,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),TRUE,2019-04-10T21:23:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-khat-or-cannabis-warning,Khat or Cannabis warning,53.634390,-2.097657,751404,On or near Parking Area,-2.097657,53.63439
10-17,A no further action disposal,TRUE,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),NA,2019-04-10T21:23:00+00:00,FALSE,FALSE,White,Person search,NA,Controlled drugs,bu-no-further-action,A no further action disposal,53.634390,-2.097657,751404,On or near Parking Area,-2.097657,53.63439
